idnumber,datetime,host,RID,proto,spt,dpt,ipaddress,cc,country,locale,latitude,longitude,Label,Sources,label
hv73114807,03-04-13 9:58,groucho-tokyo,1020506730,TCP,34363.0,3306.0,60.211.178.106,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
nn00845514,03-04-13 9:58,groucho-tokyo,1020506730,TCP,35016.0,808.0,60.211.178.106,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
nc73769780,03-04-13 9:58,groucho-tokyo,1020506730,TCP,33454.0,1433.0,60.211.178.106,CN,China,Shandong Sheng,36.6683,116.9972,1,https://www.us-cert.gov/ncas/alerts/TA17-293A,1
nn00845494,03-04-13 9:59,groucho-eu,2102366516,TCP,6000.0,1433.0,125.79.145.52,CN,China,Fujian,26.0614,119.3061,1,,1
us6000ic8c,03-04-13 9:59,groucho-us-east,3235002076,TCP,6000.0,22.0,192.210.54.220,US,United States,California,34.0115,-117.8535,1,https://www.us-cert.gov/ncas/alerts/TA17-164A,1
ak022amd3s3t,03-04-13 9:59,groucho-sydney,2102366516,TCP,6000.0,1433.0,125.79.145.52,CN,China,Fujian,26.0614,119.3061,1,https://securelist.com/blog/research/77725/from-shamoon-to-stonedrill/,1
ok2022qfth,03-04-13 10:01,groucho-sa,2086286990,TCP,39891.0,23.0,124.90.54.142,CN,China,Zhejiang Sheng,30.2936,120.1614,0,https://www.symantec.com/connect/blogs/attackers-target-dozens-global-banks-new-malware,0
ci40328528,03-04-13 10:01,groucho-sydney,3235002076,TCP,6000.0,22.0,192.210.54.220,US,United States,California,34.0115,-117.8535,0,,0
nc73769765,03-04-13 10:01,groucho-singapore,1778592778,TCP,6000.0,3306.0,106.3.44.10,CN,China,Beijing Shi,39.9289,116.3883,0,https://www.buzzfeednews.com/article/kevincollier/2016-sweden-ddos-expressen-hack-russia-cables,0
ci40328512,03-04-13 10:03,groucho-sydney,1089169730,TCP,39550.0,3389.0,64.235.105.66,CA,Canada,Ontario,43.4529,-80.5281,1,,1
ak022amcr8sx,03-04-13 10:03,groucho-sydney,1089169730,TCP,39551.0,3389.0,64.235.105.66,CA,Canada,Ontario,43.4529,-80.5281,1,,1
nc73769755,03-04-13 10:05,groucho-oregon,3524169947,TCP,6000.0,1433.0,210.14.144.219,CN,China,Beijing Shi,39.9289,116.3883,1,https://www.us-cert.gov/security-publications/GRIZZLY-STEPPE-Russian-Malicious-Cyber-Activity,1
ci37438540,03-04-13 10:06,groucho-us-east,3225771683,UDP,5073.0,5060.0,192.69.94.163,US,United States,Pennsylvania,41.4486,-75.72800000000001,0,https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#381fa5df468a,0
ci40328496,03-04-13 10:07,groucho-singapore,3235002076,TCP,6000.0,22.0,192.210.54.220,US,United States,California,34.0115,-117.8535,0,https://www.nytimes.com/2017/06/12/world/middleeast/isis-cyber.html,0
nc73769750,03-04-13 10:08,groucho-tokyo,1778592778,TCP,6000.0,3306.0,106.3.44.10,CN,China,Beijing Shi,39.9289,116.3883,0,https://www.wired.com/story/russian-hackers-attack-ukraine,0
us6000ic7w,03-04-13 10:08,groucho-singapore,1946286339,TCP,42634.0,5000.0,116.1.249.3,CN,China,Guangxi Zhuangzu Zizhiqu,22.8167,108.3167,0,https://www.theguardian.com/sport/2016/nov/25/fancy-bears-hack-again-with-attack-on-senior-anti-doping-officials,0
nc73769745,03-04-13 10:10,groucho-tokyo,3235002076,TCP,6000.0,22.0,192.210.54.220,US,United States,California,34.0115,-117.8535,0,,0
hv73114777,03-04-13 10:11,groucho-oregon,3346199684,TCP,6000.0,1433.0,199.114.244.132,US,United States,California,37.567,-121.9829,1,,1
us6000ic82,03-04-13 10:11,groucho-eu,1915363900,UDP,6881.0,32452.0,114.42.34.60,TW,Taiwan,Taipei,25.0392,121.525,1,,1
ak022amckbwa,03-04-13 10:11,groucho-eu,1915363900,UDP,6881.0,32452.0,114.42.34.60,TW,Taiwan,Taipei,25.0392,121.525,1,,1
us6000ic7m,03-04-13 10:11,groucho-eu,1915363900,UDP,6881.0,32452.0,114.42.34.60,TW,Taiwan,Taipei,25.0392,121.525,0,,0
nn00845510,03-04-13 10:11,groucho-singapore,3074218066,TCP,56443.0,3389.0,183.60.216.82,CN,China,Guangdong,23.1167,113.25,0,http://researchcenter.paloaltonetworks.com/2016/06/unit42-prince-of-persia-game-over/,0
nn00845509,03-04-13 10:11,groucho-tokyo,3074218066,TCP,5595.0,3389.0,183.60.216.82,CN,China,Guangdong,23.1167,113.25,0,http://researchcenter.paloaltonetworks.com/2015/06/evilgrab-delivered-by-watering-hole-attack-on-president-of-myanmars-website/,0
ak022amc7ms3,03-04-13 10:13,groucho-singapore,1033063061,TCP,6000.0,3306.0,61.147.74.149,CN,China,Jiangsu Sheng,32.0617,118.7778,1,,1
ak022amc6m0x,03-04-13 10:15,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,http://news.softpedia.com/news/korean-energy-and-transportation-targets-attacked-by-oniondog-apt-501534.shtml,1
ak022amc5bqt,03-04-13 10:15,groucho-us-east,3022043339,TCP,4198.0,445.0,180.32.184.203,JP,Japan,Tokyo-to,35.685,139.7514,1,,1
ak022amc4u45,03-04-13 10:15,groucho-us-east,3022043339,TCP,4198.0,445.0,180.32.184.203,JP,Japan,Tokyo-to,35.685,139.7514,1,,1
us6000ic7f,03-04-13 10:16,groucho-tokyo,1327728849,TCP,2423.0,445.0,79.35.136.209,IT,Italy,Provincia di Caserta,41.0333,14.2833,0,,0
ak022amc3lqb,03-04-13 10:16,groucho-tokyo,1327728849,TCP,2423.0,445.0,79.35.136.209,IT,Italy,Provincia di Caserta,41.0333,14.2833,0,https://www.theregister.co.uk/2017/02/16/yahoo_forged_cookie_hack_risk/,0
ci40328480,03-04-13 10:17,groucho-us-east,1936488149,TCP,37880.0,23.0,115.108.118.213,IN,India,,20.0,77.0,0,https://arstechnica.com/security/2016/08/researchers-crack-open-unusually-advanced-malware-that-hid-for-5-years/,0
ci37438532,03-04-13 10:18,groucho-oregon,1995742142,TCP,6000.0,1433.0,118.244.155.190,CN,China,Beijing Shi,39.9289,116.3883,1,,1
ci37438524,03-04-13 10:18,groucho-us-east,1000695890,TCP,44769.0,23.0,59.165.104.82,IN,India,State of Tamil Nadu,13.0833,80.2833,1,,1
us6000ic7d,03-04-13 10:18,groucho-tokyo,2078931933,TCP,8888.0,1433.0,123.233.251.221,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
us6000ic78,03-04-13 10:18,groucho-tokyo,2078931933,TCP,8888.0,3306.0,123.233.251.221,CN,China,Shandong Sheng,36.6683,116.9972,1,,1
ok2022qfqa,03-04-13 10:18,groucho-tokyo,2078931933,TCP,8888.0,8090.0,123.233.251.221,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
nn00845456,03-04-13 10:20,groucho-eu,3225771683,UDP,5073.0,5060.0,192.69.94.163,US,United States,Pennsylvania,41.4486,-75.72800000000001,1,,1
us6000ic76,03-04-13 10:21,groucho-singapore,1778593162,TCP,6000.0,6666.0,106.3.45.138,CN,China,Beijing Shi,39.9289,116.3883,0,http://www.wsj.com/articles/german-parliament-struggles-to-purge-hackers-from-computer-network-1434127532,0
ak022ambwhby,03-04-13 10:22,groucho-sa,1381747234,TCP,3319.0,135.0,82.91.202.34,IT,Italy,Pisa,43.551,10.5891,1,https://www.wired.com/2016/03/inside-cunning-unprecedented-hack-ukraines-power-grid/,1
nc73769720,03-04-13 10:25,groucho-us-east,2916153003,TCP,1140.0,445.0,173.208.246.171,US,United States,Missouri,39.1068,-94.566,1,http://cdn2.hubspot.net/hubfs/454298/Project_CAMERASHY_ThreatConnect_Copyright_2015.pdf?t=1443030820943&submissionGuid=81f1c199-859f-41e9-955b-2eec13777720,1
ci40328456,03-04-13 10:25,groucho-us-east,2916153003,TCP,1140.0,445.0,173.208.246.171,US,United States,Missouri,39.1068,-94.566,0,http://www.usatoday.com/story/tech/2015/02/04/health-care-anthem-hacked/22900925/,0
ci40328440,03-04-13 10:25,groucho-oregon,1965603898,TCP,27112.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.wired.com/2017/05/close-look-notorious-apt32-hacking-group-action/,0
us6000ic6u,03-04-13 10:25,zeppo-norcal,1627302658,TCP,55298.0,80.0,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0,,0
ci40328448,03-04-13 10:25,zeppo-norcal,1627302658,TCP,55298.0,80.0,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0,https://www.lookingglasscyber.com/wp-content/uploads/2015/08/Operation_Armageddon_Final.pdf,0
nc73769715,03-04-13 10:25,groucho-oregon,3546779834,TCP,31244.0,1433.0,211.103.144.186,CN,China,Beijing Shi,39.9289,116.3883,1,http://www.wsj.com/articles/spy-virus-linked-to-israel-targeted-hotels-used-for-iran-nuclear-talks-1433937601,1
ak022ambgoaa,03-04-13 10:27,groucho-singapore,1019189660,TCP,6000.0,135.0,60.191.153.156,CN,China,,35.0,105.0,0,,0
nc73769710,03-04-13 10:27,groucho-oregon,1995742780,TCP,6000.0,1433.0,118.244.158.60,CN,China,Beijing Shi,39.9289,116.3883,0,http://www.symantec.com/connect/blogs/buckeye-cyberespionage-group-shifts-gaze-us-hong-kong,0
uw61864482,03-04-13 10:28,groucho-oregon,710973289,TCP,6000.0,3306.0,42.96.151.105,CN,China,Beijing Shi,39.9289,116.3883,0,https://www.threatconnect.com/blog/threatconnect-discovers-chinese-apt-activity-in-europe/,0
hv73114687,03-04-13 10:30,groucho-singapore,3702892698,TCP,6000.0,1433.0,220.181.168.154,CN,China,Beijing Shi,39.9289,116.3883,0,https://www.crowdstrike.com/blog/bears-midst-intrusion-democratic-national-committee/,0
nn00845455,03-04-13 10:31,groucho-tokyo,1965603898,TCP,25641.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1,https://401trg.com/burning-umbrella/,1
hv73114682,03-04-13 10:33,groucho-tokyo,1599290169,TCP,1986.0,445.0,95.83.59.57,RU,Russia,,60.0,100.0,1,,1
ak022amazs30,03-04-13 10:33,groucho-tokyo,1599290169,TCP,1986.0,445.0,95.83.59.57,RU,Russia,,60.0,100.0,0,,0
nn00845508,03-04-13 10:34,groucho-oregon,1893032259,TCP,2230.0,3389.0,112.213.97.67,HK,Hong Kong,,22.25,114.1667,0,https://citizenlab.org/2015/08/iran_two_factor_phishing/,0
nn00845507,03-04-13 10:34,groucho-sa,1017974347,TCP,6000.0,8080.0,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.acsc.gov.au/publications/ACSC_Threat_Report_2016.pdf,0
uw61864472,03-04-13 10:34,groucho-singapore,782621898,ICMP,,,46.165.220.202,DE,Germany,,51.0,9.0,0,http://www.securityweek.com/blue-termite-apt-targets-japanese-organizations,0
nc73769705,03-04-13 10:34,groucho-tokyo,1730099496,TCP,6000.0,1433.0,103.31.57.40,CN,China,,35.0,105.0,1,http://arstechnica.com/security/2015/02/how-omnipotent-hackers-tied-to-the-nsa-hid-for-14-years-and-were-found-at-last/,1
uw61864457,03-04-13 10:33,groucho-norcal,1017974347,TCP,6000.0,8080.0,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,1,https://fcw.com/Articles/2015/04/23/Carter-Russian-hack.aspx,1
ok2022qflv,03-04-13 10:34,zeppo-norcal,1017974347,TCP,6000.0,8080.0,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,1,https://www.washingtonpost.com/news/federal-eye/wp/2015/07/09/hack-of-security-clearance-system-affected-21-5-million-people-federal-authorities-say/,1
ci40328392,03-04-13 10:37,groucho-singapore,1918931524,TCP,6000.0,4899.0,114.96.146.68,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
tx2022qfls,03-04-13 10:37,groucho-singapore,1962855951,TCP,6000.0,3306.0,116.254.206.15,CN,China,Beijing Shi,39.9289,116.3883,1,http://www.wsj.com/articles/nsa-chief-says-cyberattack-at-pentagon-was-sophisticated-persistent-1441761541,1
nn00845506,03-04-13 10:40,groucho-eu,1167298204,TCP,3900.0,3389.0,69.147.142.156,US,United States,Texas,27.7975,-97.3994,0,,0
ak022amad0zd,03-04-13 10:40,groucho-eu,1167298204,TCP,3900.0,3389.0,69.147.142.156,US,United States,Texas,27.7975,-97.3994,1,,1
ak022amaaebc,03-04-13 10:40,groucho-eu,1167298204,TCP,3900.0,3389.0,69.147.142.156,US,United States,Texas,27.7975,-97.3994,0,,0
nn00845451,03-04-13 10:40,groucho-tokyo,2960060755,TCP,2212.0,139.0,176.110.241.83,RU,Russia,Vologodskaya Oblast',59.0833,38.1679,1,http://www.techrepublic.com/article/chinese-government-linked-to-largest-ddos-attack-in-github-history/,1
ci40328376,03-04-13 10:40,groucho-tokyo,2960060755,TCP,2212.0,139.0,176.110.241.83,RU,Russia,Vologodskaya Oblast',59.0833,38.1679,0,,0
pr71366998,03-04-13 10:41,groucho-tokyo,2960060755,TCP,2431.0,445.0,176.110.241.83,RU,Russia,Vologodskaya Oblast',59.0833,38.1679,1,http://www.nytimes.com/2015/04/26/us/russian-hackers-read-obamas-unclassified-emails-officials-say.html?_r=0,1
ak022ama2vy5,03-04-13 10:41,groucho-tokyo,2960060755,TCP,2431.0,445.0,176.110.241.83,RU,Russia,Vologodskaya Oblast',59.0833,38.1679,0,,0
ci40328368,03-04-13 10:41,groucho-oregon,987620702,TCP,6000.0,1433.0,58.221.229.94,CN,China,Jiangsu Sheng,32.0617,118.7778,1,http://blog.trendmicro.com/trendlabs-security-intelligence/attackers-target-organizations-in-japan-transform-local-sites-into-cc-servers-for-emdivi-backdoor/,1
ci40328360,03-04-13 10:41,groucho-oregon,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
ci37511877,03-04-13 10:42,groucho-singapore,2095621606,TCP,6000.0,3389.0,124.232.165.230,CN,China,Hunan,28.1792,113.1136,1,http://motherboard.vice.com/read/theres-evidence-the-yemen-cyber-army-is-actually-iranian,1
ci40328352,03-04-13 10:42,groucho-us-east,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,1,,1
ak022am9rrof,03-04-13 10:42,groucho-eu,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,http://www.trendmicro.com.my/vinfo/my/security/news/cyber-attacks/esile-targeted-attack-campaign-hits-apac-governments,0
uw61864442,03-04-13 10:45,groucho-sa,2057335021,UDP,1038.0,137.0,122.160.112.237,IN,India,NCT,28.6667,77.2167,0,,0
uu60510507,03-04-13 10:46,groucho-oregon,1019193981,TCP,6000.0,135.0,60.191.170.125,CN,China,Jiangsu Sheng,32.4907,119.9081,0,http://www.reuters.com/article/us-cybersecurity-energeticbear-idUSKBN0F722V20140702,0
ak022am9lyrm,03-04-13 10:49,groucho-oregon,3730416891,TCP,6000.0,1433.0,222.89.164.251,CN,China,Henan Sheng,34.6836,113.5325,0,,0
nc73769690,03-04-13 10:50,groucho-oregon,1990410852,TCP,6000.0,135.0,118.163.66.100,TW,Taiwan,Taipei,25.0392,121.525,1,,1
uu60510502,03-04-13 10:52,groucho-tokyo,1312602045,TCP,2509.0,445.0,78.60.183.189,LT,Lithuania,Vilniaus Apskritis,54.6833,25.3167,1,https://www.washingtonpost.com/world/national-security/russian-hacker-group-exploits-satellites-to-steal-data-hide-tracks/2015/09/08/c59fa7cc-5657-11e5-b8c9-944725fcd3b9_story.html,1
uw61864432,03-04-13 10:52,groucho-tokyo,1312602045,TCP,2509.0,445.0,78.60.183.189,LT,Lithuania,Vilniaus Apskritis,54.6833,25.3167,1,,1
tx2022qfgt,03-04-13 10:53,groucho-singapore,3688562967,TCP,2205.0,9090.0,219.219.1.23,CN,China,Fujian,25.0167,116.7116,1,https://www.justice.gov/opa/press-release/file/1092091/download,1
ak022am93nc7,03-04-13 10:55,groucho-sydney,3225771683,UDP,5073.0,5060.0,192.69.94.163,US,United States,Pennsylvania,41.4486,-75.72800000000001,0,https://attack.mitre.org/groups/G0044/,0
nc73769685,03-04-13 10:55,groucho-oregon,2382398543,TCP,6000.0,1433.0,142.0.132.79,US,United States,California,37.3495,-122.1163,0,http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,0
uu60510497,03-04-13 10:55,groucho-singapore,2033769224,TCP,6000.0,8080.0,121.56.219.8,CN,China,Inner Mongolia,40.6522,109.8222,0,https://www.wired.com/2014/10/russian-sandworm-hack-isight/,0
hv73114567,03-04-13 10:56,groucho-oregon,1031947814,TCP,6000.0,1433.0,61.130.70.38,CN,China,,35.0,105.0,1,,1
ci40328344,03-04-13 10:59,zeppo-norcal,2379512090,TCP,50659.0,443.0,141.212.121.26,US,United States,Michigan,42.2923,-83.7145,1,,1
av91068868,03-04-13 11:03,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,1,,1
av91665051,03-04-13 11:03,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,0,https://www.secureworks.com/research/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles,0
nn00845450,03-04-13 11:03,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,0,,0
us6000ic31,03-04-13 11:03,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,0,,0
uu60510487,03-04-13 11:03,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,0,,0
ci40328328,03-04-13 11:04,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,0,,0
ak022am8gu9d,03-04-13 11:04,groucho-norcal,2055403269,UDP,49341.0,40938.0,122.130.247.5,JP,Japan,,35.69,139.69,1,http://www.wired.com/2015/01/german-steel-mill-hack-destruction/,1
nc73769680,03-04-13 11:07,groucho-singapore,2096001612,TCP,6000.0,1433.0,124.238.114.76,CN,China,Hebei,39.8897,115.275,1,https://www.justice.gov/opa/pr/chinese-national-pleads-guilty-conspiring-hack-us-defense-contractors-systems-steal-sensitive,1
nc73769675,03-04-13 11:08,groucho-singapore,994027267,TCP,6000.0,1433.0,59.63.167.3,CN,China,Jiangxi Sheng,28.55,115.9333,1,,1
nn00845449,03-04-13 11:10,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0,http://www.bbc.com/news/world-us-canada-28548925,0
uu60510482,03-04-13 11:15,groucho-oregon,1887152461,TCP,6000.0,1433.0,112.123.169.77,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.crowdstrike.com/blog/whois-numbered-panda/,0
nc73769670,03-04-13 11:15,groucho-us-east,1539912766,TCP,46984.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,0,http://www.onapsis.com/blog/chinese-most-likely-using-one-top-three-most-common-sap-exploits-identified-onapsis-compromise,0
nn00845448,03-04-13 11:16,groucho-us-east,1539912766,TCP,46984.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,1,https://www.schneier.com/blog/archives/2014/02/the_mask_espion.html,1
ak022am80ce3,03-04-13 11:16,groucho-tokyo,1017972899,TCP,6000.0,8080.0,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,1,,1
hv73114512,03-04-13 11:16,groucho-us-east,1539912766,TCP,46984.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,1,http://blogs.cfr.org/cyber/2016/09/15/shouting-at-americans-a-peek-into-french-signals-intelligence/,1
av91068863,03-04-13 11:16,groucho-tokyo,1841650834,ICMP,,,109.197.92.146,RU,Russia,,60.0,100.0,1,https://www.washingtonpost.com/news/the-switch/wp/2014/10/21/apples-icloud-service-suffers-cyber-attack-in-china-putting-passwords-in-peril/,1
nn00845487,03-04-13 11:16,groucho-tokyo,1841650834,ICMP,,,109.197.92.146,RU,Russia,,60.0,100.0,0,https://www.nccgroup.trust/uk/about-us/newsroom-and-events/blogs/2014/july/a-new-flying-kitten/,0
ak022am7wwd1,03-04-13 11:17,groucho-us-east,1539912766,TCP,50779.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,0,http://www.bbc.com/news/technology-29817644,0
nn00845505,03-04-13 11:17,groucho-us-east,1539912766,TCP,50779.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,0,http://www.wsj.com/articles/u-s-postal-service-says-it-was-victim-of-data-breach-1415632126,0
uw61864392,03-04-13 11:17,groucho-us-east,1539912766,TCP,50779.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,1,http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/regin-analysis.pdf,1
nc73769665,03-04-13 11:17,groucho-singapore,3351288235,ICMP,,,199.192.153.171,US,United States,California,37.567,-121.9829,1,http://motherboard.vice.com/read/chinas-putter-panda-cyber-spies-have-been-hacking-the-us-aerospace-industry,1
us6000ic2r,03-04-13 11:18,groucho-us-east,1539912766,TCP,59546.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,0,,0
hv73114462,03-04-13 11:18,groucho-us-east,1539912766,TCP,59546.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,1,https://www.bluecoat.com/security-blog/2013-05-20/hangover-report,1
nn00845445,03-04-13 11:18,groucho-us-east,1539912766,TCP,59546.0,80.0,91.201.52.62,RU,Russia,,60.0,100.0,0,https://yle.fi/uutiset/osasto/news/russian_group_behind_2013_foreign_ministry_hack/8591548,0
ok2022qfaj,03-04-13 11:19,groucho-oregon,3559817642,UDP,5062.0,5060.0,212.46.129.170,GB,United Kingdom,,51.5,-0.13,0,,0
ak022am77lz5,03-04-13 11:19,groucho-singapore,3394623162,TCP,26307.0,1433.0,202.85.214.186,CN,China,,35.0,105.0,1,,1
ci40328296,03-04-13 11:19,groucho-singapore,176362647,UDP,67.0,68.0,10.131.20.151,,,,,,0,https://www.nccgroup.trust/uk/about-us/newsroom-and-events/press-releases/2018/march/new-tools-uncovered-from-hacking-group-apt15/,0
ak022am778xu,03-04-13 11:22,groucho-sa,1936572786,TCP,49667.0,23.0,115.109.193.114,IN,India,,20.0,77.0,1,https://www.volexity.com/blog/2016/11/09/powerduke-post-election-spear-phishing-campaigns-targeting-think-tanks-and-ngos/,1
uw61864387,03-04-13 11:22,groucho-sa,1936492298,TCP,59142.0,23.0,115.108.135.10,IN,India,,20.0,77.0,0,,0
nc73769655,03-04-13 11:23,groucho-singapore,1034185775,TCP,6000.0,3306.0,61.164.108.47,CN,China,,35.0,105.0,1,,1
ok2022qezn,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,0,http://www.symantec.com/connect/blogs/sykipot-attacks,0
hv73114437,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,1,,1
us6000ic2i,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,0,https://web.archive.org/web/20150801000426/https://www.isightpartners.com/2015/07/threatscape-media-highlights-update-week-of-july-29th/,0
ak022am6p1xl,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,1,,1
uw61864377,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,0,,0
nm60160143,03-04-13 11:24,groucho-oregon,987620702,TCP,6000.0,1433.0,58.221.229.94,CN,China,Jiangsu Sheng,32.0617,118.7778,1,http://www.nytimes.com/2013/02/19/technology/chinas-army-is-seen-as-tied-to-hacking-against-us.html,1
nn00845443,03-04-13 11:24,groucho-sydney,1890429267,UDP,53272.0,14415.0,112.173.169.83,KR,South Korea,,37.57,126.98,0,https://www.hackread.com/indian-defence-organisation-drdo-servers-hacked-china-among-the-suspects/,0
nn00845504,03-04-13 11:30,groucho-sydney,1033072843,TCP,6000.0,3389.0,61.147.112.203,CN,China,Jiangsu Sheng,32.0617,118.7778,1,,1
av91068858,03-04-13 11:31,groucho-oregon,3235002076,TCP,6000.0,8080.0,192.210.54.220,US,United States,California,34.0115,-117.8535,0,http://www.mcafee.com/us/resources/white-papers/wp-dissecting-operation-troy.pdf,0
nn00845441,03-04-13 11:32,groucho-tokyo,1459623849,TCP,37442.0,445.0,87.0.23.169,IT,Italy,Trento,46.0667,11.1333,1,,1
nn00845438,03-04-13 11:32,groucho-tokyo,1459623849,TCP,37442.0,445.0,87.0.23.169,IT,Italy,Trento,46.0667,11.1333,0,,0
av91068853,03-04-13 11:36,groucho-sydney,1945720469,TCP,4935.0,3389.0,115.249.86.149,IN,India,State of Maharashtra,18.975,72.8258,1,http://www.computerworld.com/article/2491501/malware-vulnerabilities/kill-timer-found-in-shamoon-malware-suggests-possible-connection-to-saudi-ar.html,1
